Date de réception de la notification;Secteur d'activité de l'organisme concerné;Natures de la violation;Nombre de personnes impactées;Typologie des données impactées;Données sensibles;Origine de l'incident;Causes de l'incident;Information des personnes
2018-06;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Autre;Acte externe malveillant;Non déterminé pour le moment
2018-06;Enseignement;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Publication non volontaire d'informations;Inconnu;Non déterminé pour le moment
2018-06;Enseignement;Perte de la confidentialité;Entre 51 et 300 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Informations personnelles divulguées de façon verbale,Autre;Inconnu;Non déterminé pour le moment
2018-06;Autres activités de services;Perte de la confidentialité;Entre 51 et 300 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Publication non volontaire d'informations,Autre;Acte externe malveillant;Non, mais elles le seront
2018-06;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Données de localisation;;Données de la mauvaise personne affichées sur le portail du client,Données personnelles envoyées à un mauvais destinataire,Autre;Acte externe malveillant,Autre;Non déterminé pour le moment
2018-06;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité;Entre 51 et 300 personnes;Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Activités financières et d''assurance;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Autres activités de services;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Equipement perdu ou volé;Autre;Non ils ne le seront pas
2018-06;Information et communication;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Autre;Autre;Non ils ne le seront pas
2018-06;"Production et distribution d''eau ; assainissement, gestion des déchets et dépollution";Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.);;Equipement perdu ou volé;Acte externe malveillant,Inconnu;Non déterminé pour le moment
2018-06;Santé humaine et action sociale;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Publication non volontaire d'informations;Acte externe accidentel;Non déterminé pour le moment
2018-06;Activités financières et d''assurance;Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...);;Equipement perdu ou volé;Acte interne malveillant;Oui, les personnes ont été informées
2018-06;Administration publique;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données de localisation,La violation concerne d'autres données;;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Oui, les personnes ont été informées
2018-06;Enseignement;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Equipement perdu ou volé;Acte interne accidentel;Non déterminé pour le moment
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données de localisation;;Autre;Inconnu;Oui, les personnes ont été informées
2018-06;Activités de services administratifs et de soutien;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données relatives à des infractions, condamnations, mesures de sûreté,La violation concerne d'autres données;;Equipement perdu ou volé,Papier perdu, volé ou laissé accessible dans un endroit non sécurisé;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation,Données relatives à des infractions, condamnations, mesures de sûreté;Oui;Equipement perdu ou volé;Acte externe malveillant;Non, mais elles le seront
2018-06;Autres activités de services;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Non déterminé pour le moment
2018-06;Autres activités de services;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données de localisation;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte interne malveillant;Non, mais elles le seront
2018-06;Santé humaine et action sociale;Perte de l'intégrité,Perte de la disponibilité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.);Oui;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte interne accidentel,Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Autre;Autre;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Autre;Autre;Oui, les personnes ont été informées
2018-06;Enseignement;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Autre;Autre;Non déterminé pour le moment
2018-06;Activités de services administratifs et de soutien;Perte de la confidentialité;Entre 6 et 50 personnes;Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Les données concernées ne sont pas connues pour le moment;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Transports et entreposage;Perte de la confidentialité;Entre 301 et 5000 personnes;Les données concernées ne sont pas connues pour le moment;;Autre;Acte externe accidentel;Non déterminé pour le moment
