,Date,Sector,Violation_nature,People_impacted,Data_type,Sensitive_data,Incident_origin,Incident_cause,People_informed
3713,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3714,2018-06,Scientific/Specialized/Technical,Perte de la disponibilité,5,TBD,,Hacking - Malware -Phishing,External-Malicious,TBD
3715,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3716,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3717,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3718,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,50,Civil-Contact,,Hacking - Malware -Phishing,Internal-Malicious,Yes
3719,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,"Acte externe malveillant,Inconnu",They_will
3720,2018-06,Hospitality,Perte de la confidentialité,50,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
3721,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3722,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3723,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,50,Civil-Contact,,Other,Unknown,Yes
3724,2018-06,Administrative/Support_services,Perte de la confidentialité,50,Civil-Contact,,Publication mistake,Unknown,They_will_not
3725,2018-06,Hospitality,Perte de la confidentialité,300,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,Yes
3726,2018-06,Finance/Insurance,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Recipient mistake,Internal-Accidental,They_will
3727,2018-06,Health,Perte de l'intégrité,5,Civil-Contact,,"Informations personnelles divulguées de façon verbale,Autre",Internal-Malicious,Yes
3728,2018-06,Information/Communication,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.)",Oui,Other,Other,Yes
3729,2018-06,Transport/Warehousing,Perte de la confidentialité,300,Civil-Contact,Oui,Publication mistake,Other,They_will_not
3730,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,50,Civil-Contact,,Données de la mauvaise personne affichées sur le portail du client,External-Accidental,Yes
3731,2018-06,Finance/Insurance,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,They_will
3732,2018-06,Public_Administration,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Other,External-Malicious,They_will
3733,2018-06,Manufacturing,Perte de la confidentialité,50,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,They_will
3734,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,>5000,Civil-Contact-Access,,Other,External-Malicious,TBD
3735,2018-06,Commerce,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Les données concernées ne sont pas connues pour le moment",Oui,Hacking - Malware -Phishing,Unknown,TBD
3736,2018-06,Public_Administration,Perte de la confidentialité,5,TBD,,Other,Unknown,Yes
3737,2018-06,Information/Communication,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données",,Données de la mauvaise personne affichées sur le portail du client,Other,They_will
3738,2018-06,Finance/Insurance,Perte de la confidentialité,5,,Oui,Recipient mistake,Internal-Accidental,They_will
3739,2018-06,Commerce,"Perte de la confidentialité,Perte de l'intégrité",5,Civil-Contact,,Other,Internal-Accidental,They_will_not
3740,2018-06,Public_Administration,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...)",,Recipient mistake,Internal-Accidental,Yes
3741,2018-06,Public_Administration,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...)",,Données de la mauvaise personne affichées sur le portail du client,Other,Yes
3742,2018-06,Administrative/Support_services,"Perte de la confidentialité,Perte de l'intégrité",5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données relatives à des infractions, condamnations, mesures de sûreté",Oui,Other,External-Malicious,TBD
3743,2018-06,Public_Administration,Perte de la confidentialité,300,Civil-Contact,,Courrier perdu ou ouvert avant d'être retourné à l'envoyeur,Internal-Accidental,They_will_not
3744,2018-06,Health,"Perte de la confidentialité,Perte de la disponibilité",5,Civil-Contact,Oui,"Publication non volontaire d'informations,Données personnelles envoyées à un mauvais destinataire",Internal-Accidental,They_will
3745,2018-06,Health,Perte de la confidentialité,5000,Contact,,Publication mistake,Internal-Accidental,Yes
3746,2018-06,Commerce,Perte de la confidentialité,300,Civil-Contact-Finance-Economic,,Equipment Lost or Stolen,External-Malicious,TBD
3747,2018-06,Commerce,Perte de la confidentialité,300,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,They_will
3748,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,5000,TBD,,Hacking - Malware -Phishing,Unknown,Yes
3749,2018-06,Commerce,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Other,External-Malicious,TBD
3750,2018-06,Education,Perte de la confidentialité,300,Civil-Contact,,Publication mistake,Unknown,TBD
3751,2018-06,Education,Perte de la confidentialité,300,Contact,,"Informations personnelles divulguées de façon verbale,Autre",Unknown,TBD
3752,2018-06,Other_services,Perte de la confidentialité,300,Contact,,"Publication non volontaire d'informations,Autre",External-Malicious,They_will
3753,2018-06,Commerce,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Données de localisation",,"Données de la mauvaise personne affichées sur le portail du client,Données personnelles envoyées à un mauvais destinataire,Autre","Acte externe malveillant,Autre",TBD
3754,2018-06,Commerce,Perte de la confidentialité,300,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,External-Malicious,TBD
3755,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,5000,Contact,,Hacking - Malware -Phishing,External-Malicious,Yes
3756,2018-06,Finance/Insurance,Perte de la confidentialité,5000,Contact,,Hacking - Malware -Phishing,External-Malicious,Yes
3757,2018-06,Other_services,Perte de la confidentialité,300,Civil-Contact-Access,,Equipment Lost or Stolen,Other,They_will_not
3758,2018-06,Information/Communication,Perte de la confidentialité,50,Civil-Contact-Access,,Other,Other,They_will_not
3759,2018-06,Water/Sanitation/WasteManagement,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Equipment Lost or Stolen,"Acte externe malveillant,Inconnu",TBD
